cluster,segment code,segment,Family code,Family                   ,MC. Desc            ,Class code,Class                 ,Brick code,Brick,Article Code,UOM,foodcouponaccepted,weightedItem,speciality,finiteinventory,Desc,Sarla Grand,Super Vidyaranyanpur,Ascendas Park,Vijaynagar TTMC,L3 code,L3,L2 Code,L2,L1 code,L1,,RRP,MRP1,MRP2,MRP3,MRP4,MRP5
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490436432,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH TAMARIND 500 g PP             ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,79,99,95,70,97,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490517414,kg,TRUE,TRUE,FALSE,TRUE,AGRO FRESH MUSTARD BIG 200 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,36,36,29,34,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490517415,kg,TRUE,TRUE,FALSE,TRUE,AGRO FRESH AJWINE 100 g PP              ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,70,70,36,70,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490517420,kg,TRUE,TRUE,FALSE,TRUE,AGRO FRESH MUSTARD BIG 100 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,21,21,15,18,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490517421,kg,TRUE,TRUE,FALSE,TRUE,AGRO FRESH METHI 200 g PP               ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,42,42,48,42,49,43
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571835,kg,TRUE,TRUE,FALSE,TRUE,AGRO FRESH BLACK CARDAMOM 50 g PP       ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,,187,187,187,116,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571836,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH BLACK PEPPER 100 g PP         ,Y,Y,Y,Y,572,Pepper,57,Salt & Pepper,5,Grocery & Staples,Save 2 %,182,182,177,182,91,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571838,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH CINNAMON 25 g PP              ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,20,20,19,18,8.1,8
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571839,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH CLOVES 25 g PP                ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,54,54,60,55,58,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571841,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH GREEN CARDAMOM 25 g PP        ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,90,90,70,65,68,76
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571843,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH NYLON TILL 50 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,22,22,25,22,27,13
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571844,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH BAY LEAF 10 g PP              ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,11,11,11,10,6,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490571845,kg,TRUE,TRUE,FALSE,TRUE,AGROFRESH SWEET SOUNF 100 g PP          ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,21,21,21,20,14,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490815166,kg,TRUE,TRUE,FALSE,TRUE,SHAKTI TAMARIND CAKE 500 g PP           ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,130,130,130,120,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490815167,kg,TRUE,TRUE,FALSE,TRUE,SHAKTI TAMARIND SLAB PACK 1 kg PP       ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,205,245,260,230,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922043,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA AJWAIN 100 g PP        ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,65,65,65,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922044,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA BLACK PEPPER 100 g PP  ,Y,Y,Y,Y,572,Pepper,57,Salt & Pepper,5,Grocery & Staples,Save 2 %,210,210,210,200,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922046,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA CORIANDER SEED 100 g PP,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,50,50,50,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922047,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA CUMIN 100 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,70,70,70,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922049,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA FENUGREEK 100 g PP     ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,50,50,40,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922050,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA MUSTARD SMALL 100 g PP ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,35,35,35,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922133,kg,TRUE,TRUE,FALSE,TRUE,ORGANIC BLACK PEPPER WHOLE 100 g PP     ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,150,150,150,90,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922135,kg,TRUE,TRUE,FALSE,TRUE,ORGANIC CINNAMON BARK 50 g PP           ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,35,35,35,34,30,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,490922141,kg,TRUE,TRUE,FALSE,TRUE,ORGANIC CUMIN WHOLE 100 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,50,50,50,49,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491165116,kg,TRUE,TRUE,FALSE,TRUE,24 LETTER MANTRA MUSTARD BIG 100 g PP   ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,30,30,30,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491179944,kg,TRUE,TRUE,FALSE,TRUE,SHAKTI TAMARIND SLAB PACK 500 g PP      ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 13%,145,145,145,130,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185090,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS CARDAMOM BLACK 50 g PP       ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,206,206,206,278,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185091,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE FENNEL SMALL 100 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,39,39,39,48,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185092,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE FENNEL SMALL 200 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,74,74,74,93,78,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185093,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS KALONJI 100 g PP             ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,53,53,49,81,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185094,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS MACE 30 g PP                 ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,92,92,92,116,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185095,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS MAGAJ SEEDS 100 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,35,35,38,24,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185096,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS NUTMEG 50 g PP               ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,74,74,74,110,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185097,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE PHOOL MAKHANA 100 g PP        ,Y,Y,Y,Y,145,Phool Makhana,14,Dry Fruits,1,Confectionery & Snacks,Save 2 %,84,84,84,122,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185098,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS SHAHJEERA 50 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,61,61,61,82,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185099,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS STAR ANISE 30 g PP           ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,24,24,24,31,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185100,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS CARDAMOM GREEN 50 g PP       ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,180,180,165,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185102,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS JEERA 100 g PP               ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,45,45,45,38,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185103,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS PEPPER BLACK 100 g PP        ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,169,169,169,206,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185104,kg,TRUE,TRUE,FALSE,TRUE,BEST FARMS PEPPER BLACK 50 g PP         ,Y,Y,Y,Y,572,Pepper,57,Salt & Pepper,5,Grocery & Staples,Save 2 %,87,87,79,106,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185105,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CARDAMOM GREEN 25 g PP        ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,70,70,56,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185106,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE SHAHJEERA 25 g PP             ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,34,34,34,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185107,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CARDAMOM GREEN 50 g PP        ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,135,135,118,105,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185108,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CORIANDER 200 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 13%,65,68,103,79,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185109,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE JEERA 100 g PP                ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 10 %,75,75,50,67,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185110,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE PEPPER BLACK 100 g PP         ,Y,Y,Y,Y,572,Pepper,57,Salt & Pepper,5,Grocery & Staples,Save 2 %,166,166,166,160,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185111,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE PEPPER BLACK 50 g PP          ,Y,Y,Y,Y,572,Pepper,57,Salt & Pepper,5,Grocery & Staples,Save 2 %,94,94,94,82,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185112,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE AJWAIN 100 g PP               ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,54,54,54,48,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185113,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE AJWAIN 200 g PP               ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,,75,104,104,93,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185114,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CARDAMOM GREEN 100 g PP       ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,245,245,232,199,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185115,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CASSIA BARK TAJ 50 g PP       ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,27,27,27,28,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185116,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CHILI BEDGI WTH STEM 100 g PP ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,46,46,46,40,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185117,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CHILI BEDGI WTH STEM 200 g PP ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 2 Per,69,88,88,75,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185118,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CHILI GUNDU WTH STEM 200 g PP ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,97,101,101,110,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185120,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CHILI GUNTUR STEMLES 100 g PP ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,46,46,46,37,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185121,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CHILI GUNTUR STEMLES 200 g PP ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 2 Per,59,83,83,66,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185126,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CLOVE 50 g PP                 ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,104,104,114,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185127,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CORIANDER 100 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,35,36,44,53,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185128,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE CORIANDER 500 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,SAVE 15%,109,151,252,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185129,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE FENNEL BIG 100 g PP           ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,37,37,37,45,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185130,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE FENNEL BIG 200 g PP           ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 2 Per,51,70,66,87,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185132,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE FENUGREEK 100 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,16,16,32,19,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185133,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE FENUGREEK 200 g PP            ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 2 Per,21,32,32,59,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185135,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE GARAM MASALA WHOLE 100 g PP   ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 5 Per,142,142,142,158,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185137,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE GINGER DRY WHOLE 100 g PP     ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,67,67,67,48,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185138,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE JEERA 1 kg PP                 ,N,N,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,,279,381,302,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185139,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE JEERA 200 g PP                ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,86,86,72,91,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185140,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE JEERA 500 g PP                ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,SAVE 15%,139,191,167,221,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185141,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE MUSTARD BIG 100 g PP          ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 10 %,25,25,25,24,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185142,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE MUSTARD BIG 200 g PP          ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 13%,27,31,31,25,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185143,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE MUSTARD BIG 400 g PP          ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 2 Per,39,51,44,58,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185145,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE MUSTARD FINE 100 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Add Save 10 %,27,27,24,0,0,0
CLU001,18,Staples,1807,SPICES & CONDIMENTS      ,SPICES - WHOLE      ,180701,SPICES & MASALAS      ,180701005,HERBS SPICES        ,491185146,kg,TRUE,TRUE,FALSE,TRUE,GOOD LIFE MUSTARD FINE 200 g PP         ,Y,Y,Y,Y,584,Whole Spices,58,Spices & Condiments,5,Grocery & Staples,Save 2 %,22,34,34,31,0,0
